id,text,scenario,confidence,source_film,start_timestamp,end_timestamp,context_before,context_after,catalan_markers,has_catalan_slang,has_spanish_slang,has_any_slang,catalan_slang_count,spanish_slang_count,total_slang_count,catalan_slang_found,spanish_slang_found
Vicky Cristina Barcelona_2008_4069191_1415,"Oye, nena, ¿qué te parece?",greetings,0.6549555015563966,Vicky Cristina Barcelona,"01:26:03,207","01:26:05,655","Éste está bien. | Sí, muy bien, sí.",¿Quién era? ¿Quién? | Al teléfono.,"lexical:nen, lexical:nena",True,False,True,1,0,1,"{""address_terms"": [""nena""]}",{}
Catalunya uber alles_2011_6234917_38,"¡Hola, cosita! Ven aquí.",greetings,1.0,Catalunya uber alles,"00:09:48,327","00:09:51,080",¡Ganaremos! | ¡Qué bonito!,Te felicito. Es muy guay. | Siempre quise un perro así.,,False,True,True,0,1,1,{},"{""cool_reactions"": [""guay""]}"
Spanish Affair_2014_976542_927,¡Camarero!,farewells,0.6683209609985352,Spanish Affair,"00:56:32,726","00:56:34,102","Pero, ¿qué hostias andas? | Qué hostias no, Koldo, que estoy muy arriba, que estoy a tope.",¿Qué? | ¡Una de trucha!,,False,True,True,0,1,1,{},"{""cool_reactions"": [""tope""]}"
Vicky Cristina Barcelona_2008_4070195_513,"que es una buena idea. Me parece genial, una gran idea.",opinions,0.8976756238937378,Vicky Cristina Barcelona,"00:34:37,474","00:34:41,604",¿Yo? No. ¿Por qué iba a estarlo? | Creo.,"Sí, creo que estará muy bien. | Te llamo mañana. Te he despertado.",,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
Spain Again_1968_3217560_210,"Ya me acuerdo, ya, aquella mañana,",plans,0.8,Spain Again,"00:30:24,620","00:30:27,540","Parecía que fuese el fin del mundo, | cuando va caer la bomba en la casa de al lado.","yo había ido a comprar algo de comer, que hiciese un poco de fiesta. | Como no había nada.",,False,True,True,0,1,1,{},"{""party_social"": [""fiesta""]}"
Spain Again_1968_3217560_209,cuando va caer la bomba en la casa de al lado.,family,0.8,Spain Again,"00:30:16,220","00:30:18,780","¿Te acuerdas el día del santo de la Natalia? | Parecía que fuese el fin del mundo,","Ya me acuerdo, ya, aquella mañana, | yo había ido a comprar algo de comer, que hiciese un poco de fiesta.",,False,True,True,0,1,1,{},"{""party_social"": [""fiesta""]}"
Spain Again_1968_3217560_179,"Vamos, que está esperando. ""Adeu"".",farewells,0.6552950096130372,Spain Again,"00:28:20,860","00:28:22,780",¿Extranjero? | Tú sabrás.,¿Manuel Oliver?,,True,False,True,1,0,1,"{""catalan_expressions"": [""Adeu""]}",{}
Vicky Cristina Barcelona_2008_4070195_874,"Cuando me oigo hablar, me parece una locura.",opinions,0.8,Vicky Cristina Barcelona,"01:01:44,779","01:01:47,573","Ese tío vive con mi mejor amiga. | Pero, ¿qué estoy diciendo?",Acabo de casarme con el hombre que quería. | ¿De veras?,,False,True,True,0,1,1,{},"{""address_terms"": [""t\u00edo""]}"
Vicky Cristina Barcelona_2008_4070195_682,Creo que no me gusta.,opinions,0.6195590162277221,Vicky Cristina Barcelona,"00:47:29,810","00:47:31,440","Cuando supe que iba en serio con Juan Antonio, no me lo creía. | Lo que necesitamos: Un test de Rorschach.",Os regalaremos uno de Alejandro. | María Elena ha intentado suicidarse.,,False,True,True,0,1,1,{},"{""common_expressions"": [""en serio""]}"
Vicky Cristina Barcelona_2008_4070195_636,"Lo siento, el error ha sido mío, pero escucha.",apologies,0.776926727294922,Vicky Cristina Barcelona,"00:44:32,300","00:44:35,262","Yo quería tocar a Cristina. | Vale, lo siento. Perdona mi equivocación.",Vas a comenzar una vida muy distinta. | Con el hombre que quieres.,,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
Vicky Cristina Barcelona_2008_4070195_635,"Vale, lo siento. Perdona mi equivocación.",apologies,0.94,Vicky Cristina Barcelona,"00:44:27,967","00:44:31,929","Si lo he hecho, ha sido por error. | Yo quería tocar a Cristina.","Lo siento, el error ha sido mío, pero escucha. | Vas a comenzar una vida muy distinta.",,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
Vicky Cristina Barcelona_2008_4070195_627,"Vicky, por favor, no volvamos a tocar el tema.",requests,0.8,Vicky Cristina Barcelona,"00:44:02,467","00:44:06,096","No lo entiendes. Ahora no puedo hacer nada. | No te digo que no lo haya pensado, pero.","Las cosas han cambiado y ahora voy muy en serio con Cristina. | Entonces, ¿por qué has frotado tu pie",,False,True,True,0,1,1,{},"{""common_expressions"": [""en serio""]}"
Vicky Cristina Barcelona_2008_4070195_588,¿Qué tal está Cristina?,greetings,0.7022738718986511,Vicky Cristina Barcelona,"00:41:26,541","00:41:28,334","Ven aquí, abrázame. | ¿Estás bien? Sí.",Ya se ha ido a vivir con un tío. | Qué rápido. ¿No será un torero? No.,,False,True,True,0,1,1,{},"{""address_terms"": [""t\u00edo""]}"
Vicky Cristina Barcelona_2008_4070195_587,¿Estás bien? Sí.,greetings,0.6714021873474122,Vicky Cristina Barcelona,"00:41:22,625","00:41:24,585","Quizá es el aire de Barcelona. | Ven aquí, abrázame.",¿Qué tal está Cristina? | Ya se ha ido a vivir con un tío.,,False,True,True,0,1,1,{},"{""address_terms"": [""t\u00edo""]}"
Vicky Cristina Barcelona_2008_4070195_515,Te llamo mañana. Te he despertado.,plans,0.8,Vicky Cristina Barcelona,"00:34:44,977","00:34:47,229","que es una buena idea. Me parece genial, una gran idea. | Sí, creo que estará muy bien.",Te daré más detalles. ¡Te quiero un montón! | Juan Antonio llevó a Cristina a una cata de vinos.,,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
Vicky Cristina Barcelona_2008_4070195_514,"Sí, creo que estará muy bien.",opinions,0.9769386196136476,Vicky Cristina Barcelona,"00:34:41,975","00:34:44,602","Creo. | que es una buena idea. Me parece genial, una gran idea.",Te llamo mañana. Te he despertado. | Te daré más detalles. ¡Te quiero un montón!,,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
Vicky Cristina Barcelona_2008_4070195_499,y los amigos de papá nos lo facilitarían.,family,0.7764917039871216,Vicky Cristina Barcelona,"00:33:50,308","00:33:52,852",¿Cómo? ¿Casarnos aquí? | Sería genial contárselo a nuestros hijos,No sé qué decir. | No pareces entusiasmada.,,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
Barcelona sur_1981_1130850_464,Qué bestia. El susto que me has dado.,apologies,0.6203594398498535,Barcelona sur,"01:05:16,720","01:05:18,760","Oye, nos podemos ver. | Claro.","Tía, te traigo un regalito. | Menos mal, sino te parto la jeta.",,False,True,True,0,1,1,{},"{""address_terms"": [""T\u00eda""]}"
Vicky Cristina Barcelona_2008_4070195_484,Estupendo. Me alegro por ti.,emotions,0.6920726966857911,Vicky Cristina Barcelona,"00:32:35,468","00:32:38,513",¿Verdad que es genial? Sí. | No puedo creerlo. No pensé que llamara.,"Aquella noche, a las dos les costó dormirse. | Cristina, en la cocina, tomaba café y trabajaba en sus poemas.",,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
Vicky Cristina Barcelona_2008_4070195_434,"Ha sido increíble. Gracias, gracias.",farewells,0.6115843963623048,Vicky Cristina Barcelona,"00:29:10,455","00:29:13,917","Además, mañana nos vamos. | Bien, de acuerdo. Estupendo.",Te he observado y parecías muy emocionada. | Sí. Pocas veces he visto una mirada así.,,False,True,True,0,1,1,{},"{""cool_reactions"": [""incre\u00edble""]}"
Vicky Cristina Barcelona_2008_4070195_433,"Bien, de acuerdo. Estupendo.",farewells,0.6573679161071778,Vicky Cristina Barcelona,"00:28:09,952","00:28:12,080","Dijiste que aguantabas bien el alcohol. | Además, mañana nos vamos.","Ha sido increíble. Gracias, gracias. | Te he observado y parecías muy emocionada.",,False,True,True,0,1,1,{},"{""cool_reactions"": [""incre\u00edble""]}"
Vicky Cristina Barcelona_2008_4070195_432,"Además, mañana nos vamos.",plans,1.0,Vicky Cristina Barcelona,"00:28:04,787","00:28:06,913",y estoy algo mareada por el vino. | Dijiste que aguantabas bien el alcohol.,"Bien, de acuerdo. Estupendo. | Ha sido increíble. Gracias, gracias.",,False,True,True,0,1,1,{},"{""cool_reactions"": [""incre\u00edble""]}"
Vicky Cristina Barcelona_2008_4070195_408,"Bueno, no creo que le encantara pensar que estoy",opinions,0.7149292492866516,Vicky Cristina Barcelona,"00:26:41,948","00:26:45,577","¿Se enfadaría si supiera que cenamos juntos? | ¡No, qué va! ¡Qué tontería!","sentada con un hombre, bebiendo vino a la luz de las velas, | pero pronto vería que no hay por qué preocuparse, así que.",,False,True,True,0,1,1,{},"{""common_expressions"": [""qu\u00e9 va""]}"
Vicky Cristina Barcelona_2008_4065943_874,"Cuando me oigo hablar, me parece una locura.",opinions,0.8,Vicky Cristina Barcelona,"01:02:18,085","01:02:20,879","Ese tío vive con mi mejor amiga. | Pero, ¿qué estoy diciendo?",Acabo de casarme con el hombre que quería. | ¿De veras?,,False,True,True,0,1,1,{},"{""address_terms"": [""t\u00edo""]}"
Vicky Cristina Barcelona_2008_4065943_682,Creo que no me gusta.,opinions,0.6195590162277221,Vicky Cristina Barcelona,"00:48:02,335","00:48:03,965","Cuando supe que iba en serio con Juan Antonio, no me lo creía. | Lo que necesitamos: Un test de Rorschach.",Os regalaremos uno de Alejandro. | María Elena ha intentado suicidarse.,,False,True,True,0,1,1,{},"{""common_expressions"": [""en serio""]}"
Vicky Cristina Barcelona_2008_4065943_636,"Lo siento, el error ha sido mío, pero escucha.",apologies,0.776926727294922,Vicky Cristina Barcelona,"00:45:04,662","00:45:07,624","Yo quería tocar a Cristina. | Vale, lo siento. Perdona mi equivocación.",Vas a comenzar una vida muy distinta. | Con el hombre que quieres.,,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
Vicky Cristina Barcelona_2008_4065943_635,"Vale, lo siento. Perdona mi equivocación.",apologies,0.94,Vicky Cristina Barcelona,"00:45:00,326","00:45:04,288","Si lo he hecho, ha sido por error. | Yo quería tocar a Cristina.","Lo siento, el error ha sido mío, pero escucha. | Vas a comenzar una vida muy distinta.",,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
Vicky Cristina Barcelona_2008_4065943_627,"Vicky, por favor, no volvamos a tocar el tema.",requests,0.8,Vicky Cristina Barcelona,"00:44:34,802","00:44:38,431","No lo entiendes. Ahora no puedo hacer nada. | No te digo que no lo haya pensado, pero.","Las cosas han cambiado y ahora voy muy en serio con Cristina. | Entonces, ¿por qué has frotado tu pie",,False,True,True,0,1,1,{},"{""common_expressions"": [""en serio""]}"
Vicky Cristina Barcelona_2008_4065943_588,¿Qué tal está Cristina?,greetings,0.7022738718986511,Vicky Cristina Barcelona,"00:41:58,734","00:42:00,527","Ven aquí, abrázame. | ¿Estás bien? Sí.",Ya se ha ido a vivir con un tío. | Qué rápido. ¿No será un torero? No.,,False,True,True,0,1,1,{},"{""address_terms"": [""t\u00edo""]}"
Vicky Cristina Barcelona_2008_4065943_587,¿Estás bien? Sí.,greetings,0.6714021873474122,Vicky Cristina Barcelona,"00:41:54,813","00:41:56,773","Quizá es el aire de Barcelona. | Ven aquí, abrázame.",¿Qué tal está Cristina? | Ya se ha ido a vivir con un tío.,,False,True,True,0,1,1,{},"{""address_terms"": [""t\u00edo""]}"
Spain in a Day_2016_1109047_37,me hace que vaya deambulando por la casa.,family,0.8,Spain in a Day,"00:15:33,440","00:15:36,560","me he despertado, no sé si son | problemas o rutinas pero este insomnio",A veces tengo la sensación | de que soy como un fantasma que va pasando revista.,,False,True,True,0,1,1,{},"{""common_expressions"": [""que va""]}"
Spain in a Day_2016_1109047_264,Lentejas. ¿Tomate?,farewells,0.7585068893432618,Spain in a Day,"00:35:18,720","00:35:21,000",Mmmm. chorizo. | ¿Para cocido? El chorizo para cocer.,Mira. | ¿Este es de este año? Genial.,,False,True,True,0,1,1,{},"{""cool_reactions"": [""Genial""]}"
Spain in a Day_2016_1109047_269,"Y tomillo, genial.",farewells,0.7230290603637696,Spain in a Day,"00:35:31,000","00:35:32,840",Es de este año. ¿Y este.? | Eso es laurel.,Me dicen que tienes unos ojos verdes de gata. | ¿Qué? Te hago un cambio.,,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
Spain in a Day_2016_1109047_328,"¡Uy, otra vez!",farewells,0.6569667053222656,Spain in a Day,"00:40:34,320","00:40:35,840","Uy, otra vez.",Otra vez. | ¡Genial! ¿Es chulo y grande?,,False,True,True,0,1,1,{},"{""cool_reactions"": [""Genial""]}"
Barcelona sur_1981_1130850_457,Me hace mi mamá con piedra pómez.,family,0.7503605508804322,Barcelona sur,"01:04:25,120","01:04:26,600",Quiero saber si te depilas tú sola o vas a que te lo hagan. | Y si te lo haces a la cera o con maquinilla de afeitar.,"No hay para ponerse así, se hace lo que se puede. | Es para sacarse una pasta. Bueno,",,False,True,True,0,1,1,{},"{""money_work"": [""pasta""]}"
Barcelona sur_1981_1130850_393,Quizá pueda darle algo a tu hermana cuando cambiemos de espectáculo.,family,0.8,Barcelona sur,"00:59:47,080","00:59:50,520","Vale. Hasta luego. | Y ahora ya sabes, el grupo de baile está completo.",¿Pero qué tiempo calculas? | Dentro de dos o tres meses.,,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
Barcelona sur_1981_1130850_391,Vale. Hasta luego.,farewells,1.0,Barcelona sur,"00:59:23,640","00:59:24,960",Bien. | Ya te lo contaré.,"Y ahora ya sabes, el grupo de baile está completo. | Quizá pueda darle algo a tu hermana cuando cambiemos de espectáculo.",,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
Barcelona sur_1981_1130850_291,¿Cómo quieres que monte negocios contigo?,plans,0.8,Barcelona sur,"00:49:29,040","00:49:30,760",Nos apañamos y les damos por saco a todos los tíos que nos putean. | Y que vayan con cuidado tu novio y el otro.,"Toni me lo controla todo. | Charo, eres gilipollas.",,False,True,True,0,1,1,{},"{""swears_expressions"": [""gilipollas""]}"
Barcelona sur_1981_1130850_136,"Y no hagas de hermana mayor, sé cuidarme solita.",family,0.6909607076644898,Barcelona sur,"00:31:51,920","00:31:54,600",Si necesitas trabajo. ¿Trabajo? | No he tenido ni tiempo de pensar en ello.,El baile se te da bien. | Si estás colgada de pasta te echo una mano.,,False,True,True,0,1,1,{},"{""money_work"": [""pasta""]}"
Barcelona sur_1981_1130850_126,¿Y a ti cómo te va?,greetings,0.7741915893554688,Barcelona sur,"00:31:28,840","00:31:29,680",Decía que no quería saber nada de ti. | Pero sabes que en el fondo. Ya lo sé.,"Tengo un piso nuevo, ¿sabes? | Me lo he montado de puta madre.",,False,True,True,0,1,1,{},"{""swears_expressions"": [""puta""]}"
Barcelona sur_1981_1130850_106,"Lo siento,",apologies,0.8,Barcelona sur,"00:28:35,760","00:28:37,000","No sé de quien me hablas. | Sí, hombre, aquel tío de pelo largo que iba siempre conmigo.",pero no lo recuerdo. | La ginebra son 100 pesetas.,,False,True,True,0,1,1,{},"{""address_terms"": [""t\u00edo""]}"
Barcelona sur_1981_1130850_89,"Tengo que largarme, tío, nos vemos.",farewells,1.0,Barcelona sur,"00:26:35,600","00:26:37,400",Esta chunga la plaza. | Tanto moverse para ganar cinco boniatos.,Ese no sabe nada.,,False,True,True,0,1,1,{},"{""address_terms"": [""t\u00edo""]}"
Barcelona sur_1981_1130850_84,Llegan por la mañana en la lechera,plans,0.8,Barcelona sur,"00:26:22,760","00:26:24,480","Los monos no paran, man. | El otro día ligaron a mi compañero.","Que si tienes la papela, | que si dónde has comprado el transistor. La mierda.",lexical:che,False,True,True,0,1,1,{},"{""swears_expressions"": [""mierda""]}"
Barcelona sur_1981_1130850_66,"Buenas noches. Hola, Raquel.",greetings,0.9837688112258912,Barcelona sur,"00:23:01,360","00:23:03,440","Y tú, Gumer, no te dejes comer el coco por este. | Soy yo.",Pasa. | Te vas a quedar sin piel con tanto bronceado.,lexical:che,False,True,True,0,1,1,{},"{""money_work"": [""quedar""]}"
Barcelona sur_1981_1130850_31,¿Todo bien?,greetings,0.6495919418334961,Barcelona sur,"00:20:35,240","00:20:36,480",Faltan los chicles. | Chao.,Es muy extraño que nadie tenga puta idea de él. | Dicen que desapareció hace dos meses.,,False,True,True,0,1,1,{},"{""swears_expressions"": [""puta""]}"
Spain in a Day_2016_1109047_773,"Es volver a casa, estar con mi gente.",family,0.8,Spain in a Day,"01:19:49,920","01:19:52,440",estoy con mi familia. | Amo el verano por lo mismo también.,"Joder, si que amo cosas.",,False,True,True,0,1,1,{},"{""swears_expressions"": [""Joder""]}"
Spain in a Day_2016_1109047_765,"Hola, mama.",greetings,0.9986793899536132,Spain in a Day,"01:19:15,720","01:19:17,480","Tía, ¿a que pega ver una peli esta noche? | Voy a ser actriz española, me voy a desmayar.","Amo a mi gato, mi familia, | mis amigos, mi trabajo.",,False,True,True,0,1,1,{},"{""address_terms"": [""T\u00eda""]}"
Spain in a Day_2016_1109047_763,"Tía, ¿a que pega ver una peli esta noche?",plans,0.9680513525009156,Spain in a Day,"01:19:00,600","01:19:03,520","Yo temo a la ignorancia. | Qué listo. Un saludo, besos.","Voy a ser actriz española, me voy a desmayar. | Hola, mama.",lexical:che,False,True,True,0,1,1,{},"{""address_terms"": [""T\u00eda""]}"
Spain in a Day_2016_1109047_762,"Qué listo. Un saludo, besos.",greetings,0.7006718826293946,Spain in a Day,"01:18:52,880","01:18:54,920","Bueno, ""Spain in a day"". | Yo temo a la ignorancia.","Tía, ¿a que pega ver una peli esta noche? | Voy a ser actriz española, me voy a desmayar.",,False,True,True,0,1,1,{},"{""address_terms"": [""T\u00eda""]}"
Spain in a Day_2016_1109047_738,"Papá, suéltalo.",family,0.8,Spain in a Day,"01:17:08,720","01:17:09,880","Sube, sube. | ¡Mirad, mirad!",Adiós. | ¿Por qué va para allá? El otro iba para el otro lado.,,False,True,True,0,1,1,{},"{""common_expressions"": [""qu\u00e9 va""]}"
Spain in a Day_2016_1109047_640,te sientes muy bien y sientes una satisfacción,emotions,0.7378134918212891,Spain in a Day,"01:09:15,440","01:09:18,080",hasta la costa. | Cuando salvas a alguien es.,por el equipo enorme. | Y siempre se te va a quedar esa espinita,,False,True,True,0,1,1,{},"{""money_work"": [""quedar""]}"
Spain in a Day_2016_1109047_631,y dado que son las 19:07 no creo que vaya a venir.,opinions,0.8,Spain in a Day,"01:08:32,000","01:08:35,000",Llevo esperando a una amiga | desde las 18:30,Me ha dado plantón. | Entonces digamos que hoy es un día de mierda.,,False,True,True,0,1,1,{},"{""swears_expressions"": [""mierda""]}"
Spain in a Day_2016_1109047_451,"""Te quiero, reina"". Y yo.",emotions,0.8,Spain in a Day,"00:54:56,880","00:54:59,240","Joder, ya lloro yo. | Bueno, voy a colgar y no te lo digo nunca más hasta dentro de unos años.","Chao. ""¿Has soñado algo?"". | No, mamá, no he soñado nada.",,False,True,True,0,1,1,{},"{""swears_expressions"": [""Joder""]}"
Spain in a Day_2016_1109047_447,"Mamá, ¿por qué lloras?",family,0.8,Spain in a Day,"00:54:41,840","00:54:43,480",Pero no llores. | ¿Estás llorando?,"""Porque me lo has dicho de corazón."". | Joder, ya lloro yo.",,False,True,True,0,1,1,{},"{""swears_expressions"": [""Joder""]}"
Spain in a Day_2016_1109047_430,"""¿Qué pasa, cuqui?"". Nada, que te quiero.",emotions,0.8,Spain in a Day,"00:53:56,120","00:53:58,240","Venga, un besito, adeu. | ""¿Sí?"". Mami.","""Yo también te quiero mucho"".",,True,False,True,1,0,1,"{""catalan_expressions"": [""adeu""]}",{}
Spain in a Day_2016_1109047_428,"Venga, un besito, adeu.",farewells,0.8,Spain in a Day,"00:53:40,320","00:53:42,200",O algo así. | Voy a llamarla.,"""¿Sí?"". Mami. | ""¿Qué pasa, cuqui?"". Nada, que te quiero.",,True,False,True,1,0,1,"{""catalan_expressions"": [""adeu""]}",{}
Spain in a Day_2016_1109047_424,Un besito.,farewells,0.7124209594726563,Spain in a Day,"00:53:30,160","00:53:31,680","Bueno, ahora voy a hacerlo con tu ex y mi madre. | ¿Vale?","No sé, o dirá que si estoy embarazada. | O algo así.",,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
Spain in a Day_2016_1109047_421,Pues ya está.,farewells,0.6428561401367188,Spain in a Day,"00:53:22,120","00:53:23,360","¿Ah, sí?","Bueno, ahora voy a hacerlo con tu ex y mi madre. | ¿Vale?",,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
Spain in a Day_2016_1109047_392,Qué pasada.,farewells,0.8,Spain in a Day,"00:51:00,720","00:51:01,680","¡Bestial! | Guau. Ahí, ahí, ven, ven.",¡Sí!,,False,True,True,0,1,1,{},"{""cool_reactions"": [""pasada""]}"
Vicky Cristina Barcelona_2008_4065943_515,Te llamo mañana. Te he despertado.,plans,0.8,Vicky Cristina Barcelona,"00:35:16,802","00:35:19,054","que es una buena idea. Me parece genial, una gran idea. | Sí, creo que estará muy bien.",Te daré más detalles. ¡Te quiero un montón! | Juan Antonio llevó a Cristina a una cata de vinos.,,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
Vicky Cristina Barcelona_2008_4065943_514,"Sí, creo que estará muy bien.",opinions,0.9769386196136476,Vicky Cristina Barcelona,"00:35:13,797","00:35:16,424","Creo. | que es una buena idea. Me parece genial, una gran idea.",Te llamo mañana. Te he despertado. | Te daré más detalles. ¡Te quiero un montón!,,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
Vicky Cristina Barcelona_2008_4065943_513,"que es una buena idea. Me parece genial, una gran idea.",opinions,0.8976756238937378,Vicky Cristina Barcelona,"00:35:09,292","00:35:13,422",¿Yo? No. ¿Por qué iba a estarlo? | Creo.,"Sí, creo que estará muy bien. | Te llamo mañana. Te he despertado.",,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
Spanish Movie_2009_126174_937,Ayúdeme a encontrar a mi hijo.,family,0.6913985872268676,Spanish Movie,"00:55:57,160","00:55:59,840",¡Ay! Coño. | Qué paranormal es todo.,¡Huy! | ¡Huy!,,False,True,True,0,1,1,{},"{""swears_expressions"": [""Co\u00f1o""]}"
Spanish Movie_2009_126174_819,"¿Cómo? En mi pueblo,",greetings,0.6414287757873536,Spanish Movie,"00:48:02,840","00:48:05,000","Ya, claro. | Yo podría ayudar a encontrarle.",mi madre conoce a una mujer con poderes. | Presiente cosas y casca nueces con el culo.,,False,True,True,0,1,1,{},"{""other_common"": [""culo""]}"
Spanish Movie_2009_126174_700,"¡Vamos, nene!",farewells,0.746173496246338,Spanish Movie,"00:42:06,520","00:42:08,400","¡Más rápido! Tía. | Vengo de la guerra, no del bingo. Ya estoy lubricada.","No sé si te podré penetrar, no veo. | Venga, rápido, nene.",lexical:nen,False,True,True,0,1,1,{},"{""address_terms"": [""T\u00eda""]}"
Spanish Movie_2009_126174_698,¡Más rápido! Tía.,farewells,0.7123298835754395,Spanish Movie,"00:42:01,120","00:42:02,680","Venga, cógeme, vamos. | ""Fuck me!"".","Vengo de la guerra, no del bingo. Ya estoy lubricada. | ¡Vamos, nene!",,False,True,True,0,1,1,{},"{""address_terms"": [""T\u00eda""]}"
Spanish Movie_2009_126174_573,Graba. -¡Corred!,farewells,0.6296579551696778,Spanish Movie,"00:34:16,320","00:34:17,720",Es una zombi. -¿Zombi? | Una muerta en vida.,"¡Pablo, corre, joder! | ¡Socorro!",,False,True,True,0,1,1,{},"{""swears_expressions"": [""joder""]}"
Spanish Movie_2009_126174_567,Buenas noches. Les habla Ángela Vidal.,greetings,0.7985953950881958,Spanish Movie,"00:34:03,520","00:34:06,200","Bien, sí. -Vale. | Voy, ¿eh? -Venga.",Nos encontramos ante el baño donde una mujer. | ¡Ah!,lexical:che,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
Spanish Movie_2009_126174_566,"Voy, ¿eh? -Venga.",farewells,0.7377964210510255,Spanish Movie,"00:34:01,360","00:34:02,960","Tienes algo ahí. -¿El pelo? ¿Bien? | Bien, sí. -Vale.",Buenas noches. Les habla Ángela Vidal. | Nos encontramos ante el baño donde una mujer.,,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
Spanish Movie_2009_126174_565,"Bien, sí. -Vale.",farewells,0.6797098350524903,Spanish Movie,"00:33:59,680","00:34:01,320",Te cuelga. -¿Qué? | Tienes algo ahí. -¿El pelo? ¿Bien?,"Voy, ¿eh? -Venga. | Buenas noches. Les habla Ángela Vidal.",,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
Spanish Movie_2009_126174_516,Hoy es su cumpleaños y vamos a hacerle una fiesta.,plans,0.7146461868286133,Spanish Movie,"00:31:13,920","00:31:17,560","Cuidaré a la niña como si fuera mía. Y al niño. | Sí, claro, al niño también.","¿El del niño? | Qué bien, ¿no?",,False,True,True,0,1,1,{},"{""party_social"": [""fiesta""]}"
Spanish Movie_2009_126174_510,"Y si quiere matar a alguien, bien. Es como de la familia.",family,0.6418060803413391,Spanish Movie,"00:30:55,960","00:30:59,840",¿Qué dices? | Se tiene que quedar aquí escondida.,No había pensado en quedarme. | Pero ya que me lo proponen.,,False,True,True,0,1,1,{},"{""money_work"": [""quedar""]}"
Spanish Movie_2009_126174_478,¡Bien! Ya te puedes juntar con mi tito San Antón.,greetings,0.6869477462768555,Spanish Movie,"00:29:12,280","00:29:15,800","¡Ramira, que lo dejo! | ¡Esa casa me da mal rollo!",¡Pedro! | Como una ola tu amor llegó a mi vida.,,False,True,True,0,1,1,{},"{""common_expressions"": [""rollo""]}"
Spanish Movie_2009_126174_477,¡Esa casa me da mal rollo!,family,0.8,Spanish Movie,"00:29:08,080","00:29:10,440","y te meto un hostión! | ¡Ramira, que lo dejo!",¡Bien! Ya te puedes juntar con mi tito San Antón. | ¡Pedro!,,False,True,True,0,1,1,{},"{""common_expressions"": [""rollo""]}"
Spanish Movie_2009_126174_475,y te meto un hostión!,farewells,0.7129705619812012,Spanish Movie,"00:28:56,840","00:28:59,520",¡O me vuelves a hacer los espaguetis estos otra vez. | o. o cojo.,"¡Ramira, que lo dejo! | ¡Esa casa me da mal rollo!",,False,True,True,0,1,1,{},"{""common_expressions"": [""rollo""]}"
Spanish Movie_2009_126174_454,"Es Ofendia, la hija de la señora.",family,0.6841755056381226,Spanish Movie,"00:27:39,400","00:27:42,040",Oh. | ¡Antonio!,"¿Qué hay de cenar? | Ya vale, ¿no, Antonio?",,False,True,True,0,1,1,{},"{""common_expressions"": [""vale""]}"
Spanish Movie_2009_126174_405,"Ahora, Simeón.",farewells,0.6687581253051759,Spanish Movie,"00:24:48,200","00:24:49,560","Renacuajos hijos de puta. | Como Simeón, ¿verdad? Su enfermedad le hace frágil.",Cabrones. | .podría estar desprotegido,,False,True,True,0,1,1,{},"{""swears_expressions"": [""puta""]}"
Spanish Movie_2009_126174_288,¿Eh? ¡Mírame cuando te hablo!,greetings,0.6454010200500488,Spanish Movie,"00:17:48,240","00:17:50,760","Vengo de buscar trabajo, es durísimo. | ¡Mentiroso! ¡Te estoy viendo por la polivisión!","¿A qué cara? | ¡La mía, joder! ¡Antonio, aquí!",,False,True,True,0,1,1,{},"{""swears_expressions"": [""joder""]}"
Spanish Movie_2009_126174_283,"""Antonio"". -Eh. eh. hola.",greetings,0.916194739341736,Spanish Movie,"00:17:31,520","00:17:35,120","""Aquí lo controlarán mejor"".","¿Tirado en el sofá? | Qué va, ahora mismo me coges entrando por la puerta.",,False,True,True,0,1,1,{},"{""common_expressions"": [""Qu\u00e9 va""]}"
Spanish Movie_2009_126174_253,Hasta que revienta.,farewells,0.7504416656494142,Spanish Movie,"00:16:24,120","00:16:25,720","Me han hecho biografías, y es degenerativa. | El culo se te va hinchando.",Muy bien. | Y mueres.,,False,True,True,0,1,1,{},"{""other_common"": [""culo""]}"
